WorkerId,Treat,TimeInSeconds,Survey_Q1,Survey_Q2,BoundingBoxes,gt_label,gt_bottom,gt_top,gt_left,gt_right,gt_height,gt_width,label,bottom,top,left,right,height,width,gt_area,area,euclidean_score,iou_score
AKAXNPN3073EJ,0.0,358.0,4.0,2.0,"[{""height"":381,""label"":""Car 1"",""left"":153,""top"":126,""width"":832},{""height"":368,""label"":""Car 1"",""left"":114,""top"":126,""width"":832},{""height"":315,""label"":""Car 2"",""left"":1527,""top"":258,""width"":528},{""height"":315,""label"":""Car 2"",""left"":1500,""top"":271,""width"":529},{""height"":328,""label"":""Car 2"",""left"":1487,""top"":271,""width"":528},{""height"":328,""label"":""Car 3"",""left"":2451,""top"":258,""width"":713},{""height"":315,""label"":""Car 4"",""left"":285,""top"":1150,""width"":727},{""height"":355,""label"":""Car 4"",""left"":312,""top"":1137,""width"":713},{""height"":355,""label"":""Car 4"",""left"":312,""top"":1124,""width"":726},{""height"":342,""label"":""Car 5"",""left"":1434,""top"":1137,""width"":661},{""height"":328,""label"":""Car 6"",""left"":2161,""top"":1072,""width"":1043}]",Car 2,617.0,268.0,1472.0,2086.0,349.0,614.0,Car 2,599.0,271.0,1487.0,2015.0,328.0,528.0,214286.0,173184.0,94.49410104547943,0.8085528455284553
AKAXNPN3073EJ,0.0,358.0,4.0,2.0,"[{""height"":381,""label"":""Car 1"",""left"":153,""top"":126,""width"":832},{""height"":368,""label"":""Car 1"",""left"":114,""top"":126,""width"":832},{""height"":315,""label"":""Car 2"",""left"":1527,""top"":258,""width"":528},{""height"":315,""label"":""Car 2"",""left"":1500,""top"":271,""width"":529},{""height"":328,""label"":""Car 2"",""left"":1487,""top"":271,""width"":528},{""height"":328,""label"":""Car 3"",""left"":2451,""top"":258,""width"":713},{""height"":315,""label"":""Car 4"",""left"":285,""top"":1150,""width"":727},{""height"":355,""label"":""Car 4"",""left"":312,""top"":1137,""width"":713},{""height"":355,""label"":""Car 4"",""left"":312,""top"":1124,""width"":726},{""height"":342,""label"":""Car 5"",""left"":1434,""top"":1137,""width"":661},{""height"":328,""label"":""Car 6"",""left"":2161,""top"":1072,""width"":1043}]",Car 3,614.0,262.0,2447.0,3126.0,352.0,679.0,Car 3,586.0,258.0,2451.0,3164.0,328.0,713.0,239008.0,233864.0,66.4942175965475,0.8607382681805004
AKAXNPN3073EJ,0.0,358.0,4.0,2.0,"[{""height"":381,""label"":""Car 1"",""left"":153,""top"":126,""width"":832},{""height"":368,""label"":""Car 1"",""left"":114,""top"":126,""width"":832},{""height"":315,""label"":""Car 2"",""left"":1527,""top"":258,""width"":528},{""height"":315,""label"":""Car 2"",""left"":1500,""top"":271,""width"":529},{""height"":328,""label"":""Car 2"",""left"":1487,""top"":271,""width"":528},{""height"":328,""label"":""Car 3"",""left"":2451,""top"":258,""width"":713},{""height"":315,""label"":""Car 4"",""left"":285,""top"":1150,""width"":727},{""height"":355,""label"":""Car 4"",""left"":312,""top"":1137,""width"":713},{""height"":355,""label"":""Car 4"",""left"":312,""top"":1124,""width"":726},{""height"":342,""label"":""Car 5"",""left"":1434,""top"":1137,""width"":661},{""height"":328,""label"":""Car 6"",""left"":2161,""top"":1072,""width"":1043}]",Car 4,1493.0,1110.0,294.0,1043.0,383.0,749.0,Car 4,1465.0,1150.0,285.0,1012.0,315.0,727.0,286867.0,229005.0,80.01720605522546,0.7811885409360344
AKAXNPN3073EJ,0.0,358.0,4.0,2.0,"[{""height"":381,""label"":""Car 1"",""left"":153,""top"":126,""width"":832},{""height"":368,""label"":""Car 1"",""left"":114,""top"":126,""width"":832},{""height"":315,""label"":""Car 2"",""left"":1527,""top"":258,""width"":528},{""height"":315,""label"":""Car 2"",""left"":1500,""top"":271,""width"":529},{""height"":328,""label"":""Car 2"",""left"":1487,""top"":271,""width"":528},{""height"":328,""label"":""Car 3"",""left"":2451,""top"":258,""width"":713},{""height"":315,""label"":""Car 4"",""left"":285,""top"":1150,""width"":727},{""height"":355,""label"":""Car 4"",""left"":312,""top"":1137,""width"":713},{""height"":355,""label"":""Car 4"",""left"":312,""top"":1124,""width"":726},{""height"":342,""label"":""Car 5"",""left"":1434,""top"":1137,""width"":661},{""height"":328,""label"":""Car 6"",""left"":2161,""top"":1072,""width"":1043}]",Car 4,1493.0,1110.0,294.0,1043.0,383.0,749.0,Car 4,1492.0,1137.0,312.0,1025.0,355.0,713.0,286867.0,253115.0,50.47771785649585,0.8825833333333334
AKAXNPN3073EJ,0.0,358.0,4.0,2.0,"[{""height"":381,""label"":""Car 1"",""left"":153,""top"":126,""width"":832},{""height"":368,""label"":""Car 1"",""left"":114,""top"":126,""width"":832},{""height"":315,""label"":""Car 2"",""left"":1527,""top"":258,""width"":528},{""height"":315,""label"":""Car 2"",""left"":1500,""top"":271,""width"":529},{""height"":328,""label"":""Car 2"",""left"":1487,""top"":271,""width"":528},{""height"":328,""label"":""Car 3"",""left"":2451,""top"":258,""width"":713},{""height"":315,""label"":""Car 4"",""left"":285,""top"":1150,""width"":727},{""height"":355,""label"":""Car 4"",""left"":312,""top"":1137,""width"":713},{""height"":355,""label"":""Car 4"",""left"":312,""top"":1124,""width"":726},{""height"":342,""label"":""Car 5"",""left"":1434,""top"":1137,""width"":661},{""height"":328,""label"":""Car 6"",""left"":2161,""top"":1072,""width"":1043}]",Car 4,1493.0,1110.0,294.0,1043.0,383.0,749.0,Car 4,1479.0,1124.0,312.0,1038.0,355.0,726.0,286867.0,257730.0,37.66957724930126,0.8986527777777777
AKAXNPN3073EJ,0.0,358.0,4.0,2.0,"[{""height"":381,""label"":""Car 1"",""left"":153,""top"":126,""width"":832},{""height"":368,""label"":""Car 1"",""left"":114,""top"":126,""width"":832},{""height"":315,""label"":""Car 2"",""left"":1527,""top"":258,""width"":528},{""height"":315,""label"":""Car 2"",""left"":1500,""top"":271,""width"":529},{""height"":328,""label"":""Car 2"",""left"":1487,""top"":271,""width"":528},{""height"":328,""label"":""Car 3"",""left"":2451,""top"":258,""width"":713},{""height"":315,""label"":""Car 4"",""left"":285,""top"":1150,""width"":727},{""height"":355,""label"":""Car 4"",""left"":312,""top"":1137,""width"":713},{""height"":355,""label"":""Car 4"",""left"":312,""top"":1124,""width"":726},{""height"":342,""label"":""Car 5"",""left"":1434,""top"":1137,""width"":661},{""height"":328,""label"":""Car 6"",""left"":2161,""top"":1072,""width"":1043}]",Car 5,1463.0,1144.0,1460.0,2111.0,319.0,651.0,Car 5,1479.0,1137.0,1434.0,2095.0,342.0,661.0,207669.0,226062.0,47.99292424152047,0.8765386371271309
AKAXNPN3073EJ,0.0,358.0,4.0,2.0,"[{""height"":381,""label"":""Car 1"",""left"":153,""top"":126,""width"":832},{""height"":368,""label"":""Car 1"",""left"":114,""top"":126,""width"":832},{""height"":315,""label"":""Car 2"",""left"":1527,""top"":258,""width"":528},{""height"":315,""label"":""Car 2"",""left"":1500,""top"":271,""width"":529},{""height"":328,""label"":""Car 2"",""left"":1487,""top"":271,""width"":528},{""height"":328,""label"":""Car 3"",""left"":2451,""top"":258,""width"":713},{""height"":315,""label"":""Car 4"",""left"":285,""top"":1150,""width"":727},{""height"":355,""label"":""Car 4"",""left"":312,""top"":1137,""width"":713},{""height"":355,""label"":""Car 4"",""left"":312,""top"":1124,""width"":726},{""height"":342,""label"":""Car 5"",""left"":1434,""top"":1137,""width"":661},{""height"":328,""label"":""Car 6"",""left"":2161,""top"":1072,""width"":1043}]",Car 6,1427.0,1080.0,2171.0,3217.0,347.0,1046.0,Car 6,1400.0,1072.0,2161.0,3204.0,328.0,1043.0,362962.0,342104.0,44.056697620249686,0.8829425566213909
AM865HGI72GRZ,0.0,120.0,5.0,1.0,"[{""height"":395,""label"":""Car 1"",""left"":130,""top"":125,""width"":823}]",Car 1,538.0,127.0,122.0,952.0,411.0,830.0,Car 1,520.0,125.0,130.0,953.0,395.0,823.0,341130.0,325085.0,21.933783581091998,0.9414890219329063
AKV2CSK35JW0D,0.0,731.0,2.0,3.0,"[{""height"":407,""label"":""Car 4"",""left"":135,""top"":134,""width"":816},{""height"":5,""label"":""Car 4"",""left"":333,""top"":109,""width"":419}]",Car 4,1493.0,1110.0,294.0,1043.0,383.0,749.0,Car 4,541.0,134.0,135.0,951.0,407.0,816.0,286867.0,332112.0,1945.5129867047544,-999.0
AKV2CSK35JW0D,0.0,731.0,2.0,3.0,"[{""height"":407,""label"":""Car 4"",""left"":135,""top"":134,""width"":816},{""height"":5,""label"":""Car 4"",""left"":333,""top"":109,""width"":419}]",Car 4,1493.0,1110.0,294.0,1043.0,383.0,749.0,Car 4,114.0,109.0,333.0,752.0,5.0,419.0,286867.0,2095.0,2421.9917823244505,-999.0
A3FA5P7O80KJAP,0.0,712.0,4.0,3.0,"[{""height"":388,""label"":""Car 1"",""left"":129,""top"":135,""width"":823},{""height"":340,""label"":""Car 2"",""left"":1474,""top"":270,""width"":601},{""height"":358,""label"":""Car 3"",""left"":2443,""top"":251,""width"":687},{""height"":339,""label"":""Car 4"",""left"":294,""top"":1153,""width"":745},{""height"":330,""label"":""Car 5"",""left"":1455,""top"":1143,""width"":639},{""height"":340,""label"":""Car 6"",""left"":2191,""top"":1075,""width"":1007}]",Car 1,538.0,127.0,122.0,952.0,411.0,830.0,Car 1,523.0,135.0,129.0,952.0,388.0,823.0,341130.0,319324.0,24.55294535724685,0.9362214199759326
A3FA5P7O80KJAP,0.0,712.0,4.0,3.0,"[{""height"":388,""label"":""Car 1"",""left"":129,""top"":135,""width"":823},{""height"":340,""label"":""Car 2"",""left"":1474,""top"":270,""width"":601},{""height"":358,""label"":""Car 3"",""left"":2443,""top"":251,""width"":687},{""height"":339,""label"":""Car 4"",""left"":294,""top"":1153,""width"":745},{""height"":330,""label"":""Car 5"",""left"":1455,""top"":1143,""width"":639},{""height"":340,""label"":""Car 6"",""left"":2191,""top"":1075,""width"":1007}]",Car 2,617.0,268.0,1472.0,2086.0,349.0,614.0,Car 2,610.0,270.0,1474.0,2075.0,340.0,601.0,214286.0,204340.0,18.460449776779466,0.9536910569105691
A3FA5P7O80KJAP,0.0,712.0,4.0,3.0,"[{""height"":388,""label"":""Car 1"",""left"":129,""top"":135,""width"":823},{""height"":340,""label"":""Car 2"",""left"":1474,""top"":270,""width"":601},{""height"":358,""label"":""Car 3"",""left"":2443,""top"":251,""width"":687},{""height"":339,""label"":""Car 4"",""left"":294,""top"":1153,""width"":745},{""height"":330,""label"":""Car 5"",""left"":1455,""top"":1143,""width"":639},{""height"":340,""label"":""Car 6"",""left"":2191,""top"":1075,""width"":1007}]",Car 3,614.0,262.0,2447.0,3126.0,352.0,679.0,Car 3,609.0,251.0,2443.0,3130.0,358.0,687.0,239008.0,245946.0,18.107824148152474,0.9450781175117416
A3FA5P7O80KJAP,0.0,712.0,4.0,3.0,"[{""height"":388,""label"":""Car 1"",""left"":129,""top"":135,""width"":823},{""height"":340,""label"":""Car 2"",""left"":1474,""top"":270,""width"":601},{""height"":358,""label"":""Car 3"",""left"":2443,""top"":251,""width"":687},{""height"":339,""label"":""Car 4"",""left"":294,""top"":1153,""width"":745},{""height"":330,""label"":""Car 5"",""left"":1455,""top"":1143,""width"":639},{""height"":340,""label"":""Car 6"",""left"":2191,""top"":1075,""width"":1007}]",Car 4,1493.0,1110.0,294.0,1043.0,383.0,749.0,Car 4,1492.0,1153.0,294.0,1039.0,339.0,745.0,286867.0,252555.0,44.18564576337837,0.8806944444444444
A3FA5P7O80KJAP,0.0,712.0,4.0,3.0,"[{""height"":388,""label"":""Car 1"",""left"":129,""top"":135,""width"":823},{""height"":340,""label"":""Car 2"",""left"":1474,""top"":270,""width"":601},{""height"":358,""label"":""Car 3"",""left"":2443,""top"":251,""width"":687},{""height"":339,""label"":""Car 4"",""left"":294,""top"":1153,""width"":745},{""height"":330,""label"":""Car 5"",""left"":1455,""top"":1143,""width"":639},{""height"":340,""label"":""Car 6"",""left"":2191,""top"":1075,""width"":1007}]",Car 5,1463.0,1144.0,1460.0,2111.0,319.0,651.0,Car 5,1473.0,1143.0,1455.0,2094.0,330.0,639.0,207669.0,210870.0,28.20972625342535,0.93519882179676
A3FA5P7O80KJAP,0.0,712.0,4.0,3.0,"[{""height"":388,""label"":""Car 1"",""left"":129,""top"":135,""width"":823},{""height"":340,""label"":""Car 2"",""left"":1474,""top"":270,""width"":601},{""height"":358,""label"":""Car 3"",""left"":2443,""top"":251,""width"":687},{""height"":339,""label"":""Car 4"",""left"":294,""top"":1153,""width"":745},{""height"":330,""label"":""Car 5"",""left"":1455,""top"":1143,""width"":639},{""height"":340,""label"":""Car 6"",""left"":2191,""top"":1075,""width"":1007}]",Car 6,1427.0,1080.0,2171.0,3217.0,347.0,1046.0,Car 6,1415.0,1075.0,2191.0,3198.0,340.0,1007.0,362962.0,342380.0,42.9706902837697,0.9168697008088881
A3UN33MRCMBKB2,0.0,748.0,4.0,1.0,"[{""height"":419,""label"":""Car 1"",""left"":128,""top"":116,""width"":827},{""height"":347,""label"":""Car 2"",""left"":1480,""top"":270,""width"":608},{""height"":352,""label"":""Car 3"",""left"":2446,""top"":260,""width"":684},{""height"":342,""label"":""Car 4"",""left"":296,""top"":1152,""width"":750},{""height"":321,""label"":""Car 5"",""left"":1470,""top"":1142,""width"":634},{""height"":357,""label"":""Car 6"",""left"":2180,""top"":1076,""width"":1036}]",Car 1,538.0,127.0,122.0,952.0,411.0,830.0,Car 1,535.0,116.0,128.0,955.0,419.0,827.0,341130.0,346513.0,18.109958183490747,0.956672252039228
A3UN33MRCMBKB2,0.0,748.0,4.0,1.0,"[{""height"":419,""label"":""Car 1"",""left"":128,""top"":116,""width"":827},{""height"":347,""label"":""Car 2"",""left"":1480,""top"":270,""width"":608},{""height"":352,""label"":""Car 3"",""left"":2446,""top"":260,""width"":684},{""height"":342,""label"":""Car 4"",""left"":296,""top"":1152,""width"":750},{""height"":321,""label"":""Car 5"",""left"":1470,""top"":1142,""width"":634},{""height"":357,""label"":""Car 6"",""left"":2180,""top"":1076,""width"":1036}]",Car 2,617.0,268.0,1472.0,2086.0,349.0,614.0,Car 2,617.0,270.0,1480.0,2088.0,347.0,608.0,214286.0,210976.0,10.82842712474619,0.9781889916923675
A3UN33MRCMBKB2,0.0,748.0,4.0,1.0,"[{""height"":419,""label"":""Car 1"",""left"":128,""top"":116,""width"":827},{""height"":347,""label"":""Car 2"",""left"":1480,""top"":270,""width"":608},{""height"":352,""label"":""Car 3"",""left"":2446,""top"":260,""width"":684},{""height"":342,""label"":""Car 4"",""left"":296,""top"":1152,""width"":750},{""height"":321,""label"":""Car 5"",""left"":1470,""top"":1142,""width"":634},{""height"":357,""label"":""Car 6"",""left"":2180,""top"":1076,""width"":1036}]",Car 3,614.0,262.0,2447.0,3126.0,352.0,679.0,Car 3,612.0,260.0,2446.0,3130.0,352.0,684.0,239008.0,240768.0,6.708203932499369,0.9815557337610264
A3UN33MRCMBKB2,0.0,748.0,4.0,1.0,"[{""height"":419,""label"":""Car 1"",""left"":128,""top"":116,""width"":827},{""height"":347,""label"":""Car 2"",""left"":1480,""top"":270,""width"":608},{""height"":352,""label"":""Car 3"",""left"":2446,""top"":260,""width"":684},{""height"":342,""label"":""Car 4"",""left"":296,""top"":1152,""width"":750},{""height"":321,""label"":""Car 5"",""left"":1470,""top"":1142,""width"":634},{""height"":357,""label"":""Car 6"",""left"":2180,""top"":1076,""width"":1036}]",Car 4,1493.0,1110.0,294.0,1043.0,383.0,749.0,Car 4,1494.0,1152.0,296.0,1046.0,342.0,750.0,286867.0,256500.0,44.34307452035439,0.8828029829834666
A3UN33MRCMBKB2,0.0,748.0,4.0,1.0,"[{""height"":419,""label"":""Car 1"",""left"":128,""top"":116,""width"":827},{""height"":347,""label"":""Car 2"",""left"":1480,""top"":270,""width"":608},{""height"":352,""label"":""Car 3"",""left"":2446,""top"":260,""width"":684},{""height"":342,""label"":""Car 4"",""left"":296,""top"":1152,""width"":750},{""height"":321,""label"":""Car 5"",""left"":1470,""top"":1142,""width"":634},{""height"":357,""label"":""Car 6"",""left"":2180,""top"":1076,""width"":1036}]",Car 5,1463.0,1144.0,1460.0,2111.0,319.0,651.0,Car 5,1463.0,1142.0,1470.0,2104.0,321.0,634.0,207669.0,203514.0,17.280109889280517,0.968033919298747
A3UN33MRCMBKB2,0.0,748.0,4.0,1.0,"[{""height"":419,""label"":""Car 1"",""left"":128,""top"":116,""width"":827},{""height"":347,""label"":""Car 2"",""left"":1480,""top"":270,""width"":608},{""height"":352,""label"":""Car 3"",""left"":2446,""top"":260,""width"":684},{""height"":342,""label"":""Car 4"",""left"":296,""top"":1152,""width"":750},{""height"":321,""label"":""Car 5"",""left"":1470,""top"":1142,""width"":634},{""height"":357,""label"":""Car 6"",""left"":2180,""top"":1076,""width"":1036}]",Car 6,1427.0,1080.0,2171.0,3217.0,347.0,1046.0,Car 6,1433.0,1076.0,2180.0,3216.0,357.0,1036.0,362962.0,369852.0,14.939759452009628,0.9630396609789553
A2IG18D6M0GNUZ,0.0,2287.0,4.0,1.0,"[{""height"":386,""label"":""Car 1"",""left"":130,""top"":134,""width"":820},{""height"":348,""label"":""Car 2"",""left"":1472,""top"":269,""width"":613},{""height"":348,""label"":""Car 3"",""left"":2450,""top"":264,""width"":675},{""height"":373,""label"":""Car 4"",""left"":294,""top"":1118,""width"":747},{""height"":310,""label"":""Car 5"",""left"":1458,""top"":1148,""width"":650},{""height"":343,""label"":""Car 6"",""left"":2170,""top"":1078,""width"":1043}]",Car 1,538.0,127.0,122.0,952.0,411.0,830.0,Car 1,520.0,134.0,130.0,950.0,386.0,820.0,341130.0,316520.0,26.977825492872725,0.9280168939048754
A2IG18D6M0GNUZ,0.0,2287.0,4.0,1.0,"[{""height"":386,""label"":""Car 1"",""left"":130,""top"":134,""width"":820},{""height"":348,""label"":""Car 2"",""left"":1472,""top"":269,""width"":613},{""height"":348,""label"":""Car 3"",""left"":2450,""top"":264,""width"":675},{""height"":373,""label"":""Car 4"",""left"":294,""top"":1118,""width"":747},{""height"":310,""label"":""Car 5"",""left"":1458,""top"":1148,""width"":650},{""height"":343,""label"":""Car 6"",""left"":2170,""top"":1078,""width"":1043}]",Car 2,617.0,268.0,1472.0,2086.0,349.0,614.0,Car 2,617.0,269.0,1472.0,2085.0,348.0,613.0,214286.0,213324.0,1.4142135623730951,0.9955214866434379
A2IG18D6M0GNUZ,0.0,2287.0,4.0,1.0,"[{""height"":386,""label"":""Car 1"",""left"":130,""top"":134,""width"":820},{""height"":348,""label"":""Car 2"",""left"":1472,""top"":269,""width"":613},{""height"":348,""label"":""Car 3"",""left"":2450,""top"":264,""width"":675},{""height"":373,""label"":""Car 4"",""left"":294,""top"":1118,""width"":747},{""height"":310,""label"":""Car 5"",""left"":1458,""top"":1148,""width"":650},{""height"":343,""label"":""Car 6"",""left"":2170,""top"":1078,""width"":1043}]",Car 3,614.0,262.0,2447.0,3126.0,352.0,679.0,Car 3,612.0,264.0,2450.0,3125.0,348.0,675.0,239008.0,234900.0,5.841619252963779,0.9828528578570238
